Purchase Date,Fiscal Year,LPA Number,Purchase Order Number,Acquisition Type,Sub-Acquisition Type,Acquisition Method,Department Name,Supplier Code,Supplier Qualifications,Quantity,Unit Price,Total Price,Classification Codes,Normalized UNSPSC,Commodity Title,Class,Class Title,Family,Family Title,Segment,Segment Title
5/15/2014,2013-2014,1-11-87-17C,254,NON-IT Goods,,Statewide Contract,"Fish and Wildlife, Department of",1752282,,120000,$0.48 ,"$57,000.00 ",10121703,10121703,Fish food flakes,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies
8/12/2014,2014-2015,,14-G0035,NON-IT Goods,,Informal Competitive,"Pesticide Regulation, Department of",10803,CA-SB,1,$17.50 ,$17.50 ,55121606,55121606,Self adhesive labels,55121600,Labels,55120000,Signage and accessories,55000000,Published Products
5/22/2014,2013-2014,1-13-70-01A,3176273,IT Goods,,Statewide Contract,"General Services, Department of",1755386,,1,"$7,023.50 ","$7,023.50 ",43211507,43211507,Desktop computers,43211500,Computers,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications
2/26/2014,2013-2014,,41400000266,NON-IT Goods,,SB/DVBE Option,"Transportation, Department of",1562280,CA-MB CA-SB,1,"$103,934.00 ","$103,934.00 ",56101510,56101510,Partitions,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
5/22/2014,2013-2014,,4500233873,NON-IT Goods,,Formal Competitive,"Corrections and Rehabilitation, Department of",48199,CA-SB,1,"$27,471.80 ","$27,471.80 ",50402507,50402507,Baby carrots,50402500,Carrots,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
5/7/2014,2013-2014,1-13-70-02A,REQ0012781,IT Goods,,Statewide Contract,"Consumer Affairs, Department of",1755386,,2,($76.44),($152.88),43211503,43211503,Notebook computers,43211500,Computers,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications
5/29/2014,2013-2014,,1.61E+11,NON-IT Goods,,SB/DVBE Option,"Transportation, Department of",34011,,1,"$30,998.65 ","$30,998.65 ",31162201,31162201,Blind rivets,31162200,Rivets,31160000,Hardware,31000000,Manufacturing Components and Supplies
5/15/2014,2013-2014,1-11-87-17C,251,NON-IT Goods,,Statewide Contract,"Fish and Wildlife, Department of",1752282,,76000,$0.48 ,"$36,100.00 ",10121702,10121702,Fish food pellets,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies
5/19/2014,2013-2014,,2.21E+11,NON-IT Goods,,State Programs,"Transportation, Department of",1755837,,1,"$12,396.00 ","$12,396.00 ",56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
8/28/2014,2014-2015,,4500248733,NON-IT Goods,,Fair and Reasonable,"Corrections and Rehabilitation, Department of",1757013,CA-MB CA-SB,7401.8,$1.00 ,"$7,401.80 ",50301501,50301501,Akane apples,50301500,Apples,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products
5/27/2014,2013-2014,,4500234746,NON-IT Goods,,Fair and Reasonable,Correctional Health Care Services,1763613,CA-SB,1,$369.00 ,$369.00 ,55101524,55101524,Reference books,55101500,Printed publications,55100000,Printed media,55000000,Published Products
7/18/2013,2013-2014,,33500039,NON-IT Goods,,State Programs,"Industrial Relations, Department of",1008361,,2,$251.00 ,$502.00 ,56101519,56101519,Tables,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
7/31/2013,2013-2014,,4500192412,NON-IT Goods,,Informal Competitive,Correctional Health Care Services,1748562,,1,"$3,491.21 ","$3,491.21 ",31201607,31201607,Epoxy bond,31201600,Other adhesives and sealants,31200000,Adhesives and sealants,31000000,Manufacturing Components and Supplies
7/18/2013,2013-2014,,4500189704,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1114944,,4,$24.14 ,$96.56 ,31161721,31161721,Spring nuts,31161700,Nuts,31160000,Hardware,31000000,Manufacturing Components and Supplies
7/2/2013,2013-2014,,W1693,IT Goods,,Informal Competitive,"Justice, Department of",1755792,,1,"$1,198.00 ","$1,198.00 ",14111507,14111507,Printer or copier paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products
6/11/2015,2014-2015,1-12-75-04,3183051,NON-IT Goods,,Statewide Contract,"General Services, Department of",1744915,,1,"$31,116.96 ","$31,116.96 ",44121504,44121504,Window envelopes,44121500,Mailing supplies,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies
6/17/2015,2014-2015,,REQ0015386,NON-IT Goods,,Informal Competitive,"Consumer Affairs, Department of",1755634,,1,$651.20 ,$651.20 ,31201509,31201509,Nylon tape,31201500,Tape,31200000,Adhesives and sealants,31000000,Manufacturing Components and Supplies
7/11/2014,2014-2015,,S4869001,NON-IT Goods,,Informal Competitive,"Parks & Recreation, Department of",1756607,,60,$1.20 ,$71.82 ,31161607,31161607,Expansion bolts,31161600,Bolts,31160000,Hardware,31000000,Manufacturing Components and Supplies
6/9/2015,2014-2015,,4500285890,NON-IT Goods,,Formal Competitive,"Corrections and Rehabilitation, Department of",1751464,CA-MB CA-SB,168,$24.09 ,"$4,047.12 ",50301572,50301572,Red delicious apples,50301500,Apples,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products
7/14/2014,2014-2015,,D0114,NON-IT Goods,,NCB,Military Department,1788074,,1,"$12,710.04 ","$12,710.04 ",56121508,56121508,Student computer desks,56121500,General classroom furnishings,56120000,Classroom and instructional and institutional furniture and fixtures,56000000,Furniture and Furnishings
7/8/2014,2014-2015,,2013-98-OHII,IT Goods,,Formal Competitive,Health & Human Services Agency,1785266,,1,"$2,662.83 ","$2,662.83 ",93161605,93161605,Sales tax,93161600,Taxes other than income tax,93160000,Taxation,93000000,Politics and Civic Affairs Services
7/22/2014,2014-2015,1-11-87-17C,PO242045,NON-IT Goods,,Statewide Contract,"Fish and Wildlife, Department of",1752282,,8000,$0.72 ,"$5,776.00 ",10121702,10121702,Fish food pellets,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies
7/10/2014,2014-2015,1-11-87-17C,502,NON-IT Goods,,Statewide Contract,"Fish and Wildlife, Department of",1752282,,18000,$0.57 ,"$10,260.00 ",10121702,10121702,Fish food pellets,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies
7/10/2014,2014-2015,1-12-65-65-01-E,4500242207,NON-IT Goods,,Statewide Contract,Correctional Health Care Services,1752319,,1,$460.95 ,$460.95 ,56101521,56101521,Bed headboard or footboard,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
7/28/2014,2014-2015,,S4802100,NON-IT Goods,,Informal Competitive,"Parks & Recreation, Department of",1027255,,16,$2.58 ,$41.28 ,31161608,31161608,Lag bolts,31161600,Bolts,31160000,Hardware,31000000,Manufacturing Components and Supplies
8/19/2014,2014-2015,,4500247347,NON-IT Goods,,Fair and Reasonable,Correctional Health Care Services,1013538,,7,$57.25 ,$400.75 ,14111511,14111511,Writing paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products
8/27/2014,2014-2015,1-12-56-20-08-A,81500000017,NON-IT Goods,,Statewide Contract,"Transportation, Department of",1745429,,160,$78.00 ,"$12,480.00 ",30121601,30121601,Asphalt,30121600,Asphalts,30120000,Roads and landscape,30000000,Structures and Building and Construction and Manufacturing Components and Supplies
8/1/2014,2014-2015,,P1400083,NON-IT Goods,,Fair and Reasonable,Franchise Tax Board,1788366,,12,$49.99 ,$599.88 ,53102706,53102706,Security uniforms,53102700,Uniforms,53100000,Clothing,53000000,Apparel and Luggage and Personal Care Products
8/1/2014,2014-2015,,4500245194,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1028097,,4,$478.00 ,"$1,912.00 ",56101532,56101532,Furniture set,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
8/14/2014,2014-2015,,14-G0063,NON-IT Goods,,Informal Competitive,"Pesticide Regulation, Department of",10803,CA-SB,1,$10.80 ,$10.80 ,44121708,44121708,Markers,44121700,Writing instruments,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies
9/2/2014,2014-2015,5-13-89-15,SN453059,NON-IT Goods,,Master Purchase/Price Agreement,"Developmental Services, Department of",1758151,,1,"$2,580.39 ","$2,580.39 ",50404615,50404615,Iceberg lettuce,50404600,Lettuces,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
9/18/2014,2014-2015,,4500251441,NON-IT Goods,,State Programs,Correctional Health Care Services,1008361,,1,$380.00 ,$380.00 ,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
9/4/2014,2014-2015,,13-D055,IT Goods,,Fair and Reasonable,Secretary of State,1752123,,2,$269.50 ,$539.00 ,43232202,43232202,Document management software,43232200,Content management software,43230000,Software,43000000,Information Technology Broadcasting and Telecommunications
9/30/2014,2014-2015,,4500253287,NON-IT Goods,,State Programs,"Corrections and Rehabilitation, Department of",1755837,,1,"$6,048.00 ","$6,048.00 ",56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
11/4/2014,2014-2015,,4500257317,NON-IT Goods,,Services are specifically exempt by policy,"Corrections and Rehabilitation, Department of",1010198,,7,$765.00 ,"$5,355.00 ",55101504,55101504,Newspapers,55101500,Printed publications,55100000,Printed media,55000000,Published Products
2/18/2015,2014-2015,,FV456212,NON-IT Goods,,SB/DVBE Option,"Developmental Services, Department of",18527,,120,$2.75 ,$330.00 ,53102501,53102501,Belts or suspenders,53102500,Clothing accessories,53100000,Clothing,53000000,Apparel and Luggage and Personal Care Products
10/17/2014,2014-2015,7-11-51-02,14560074,NON-IT Goods,,WSCA/Coop,"State Hospitals, Department of",1001584,,1,$45.56 ,$45.56 ,27111711,27111711,Ratchets,27111700,Wrenches and drivers,27110000,Hand tools,27000000,Tools and General Machinery
10/1/2014,2014-2015,,4500253422,NON-IT Goods,,State Programs,Correctional Health Care Services,1065902,,5,$377.00 ,"$1,885.00 ",56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
10/30/2014,2014-2015,1-11-87-17C,PO242333,NON-IT Goods,,Statewide Contract,"Fish and Wildlife, Department of",1752282,,20000,$0.48 ,"$9,500.00 ",10121703,10121703,Fish food flakes,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies
10/3/2014,2014-2015,,41500000078,NON-IT Goods,,SB/DVBE Option,"Transportation, Department of",1450540,CA-MB CA-SB,1,"$210,252.50 ","$210,252.50 ",30121601,30121601,Asphalt,30121600,Asphalts,30120000,Roads and landscape,30000000,Structures and Building and Construction and Manufacturing Components and Supplies
10/23/2014,2014-2015,,C110-5148,NON-IT Goods,,Services are specifically exempt by policy,"Statewide Health Planning & Development, Office of",1744711,,7,$47.00 ,$329.00 ,55101530,55101530,Code book,55101500,Printed publications,55100000,Printed media,55000000,Published Products
11/7/2014,2014-2015,,14-501-0127,NON-IT Goods,,Formal Competitive,"State Hospitals, Department of",1757907,CA-MB CA-SB SB,1,"$43,659.95 ","$43,659.95 ",14111704,14111704,Toilet tissue,14111700,Personal paper products,14110000,Paper products,14000000,Paper Materials and Products
11/14/2014,2014-2015,,4500258385,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",37241,CA-MB CA-SB SB,3,$4.30 ,$12.90 ,31163209,31163209,Bearing holders or retainers,31163200,Retaining hardware,31160000,Hardware,31000000,Manufacturing Components and Supplies
11/4/2014,2014-2015,1-13-70-01A,REQ0013982,IT Goods,,Statewide Contract,"Consumer Affairs, Department of",1755386,,9,$4.00 ,$36.00 ,76122305,76122305,Recycling of computer based products,76122300,Recycling services,76120000,Refuse disposal and treatment,76000000,Industrial Cleaning Services
11/7/2014,2014-2015,,ARB149025,NON-IT Goods,,Informal Competitive,Air Resources Board,1744608,,70,$115.00 ,"$8,050.00 ",12141903,12141903,Nitrogen N,12141900,Non metals and pure and elemental gases,12140000,Elements and gases,12000000,Chemicals including Bio Chemicals and Gas Materials
11/17/2014,2014-2015,1-13-70-02A,40380,IT Goods,,Statewide Contract,"Social Services, Department of",1755386,,14,$725.40 ,"$10,155.60 ",43211503,43211503,Notebook computers,43211500,Computers,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications
11/19/2014,2014-2015,,4500217295,NON-IT Goods,,Informal Competitive,"Water Resources, Department of",1755530,CA-MB CA-SB,1,"$5,716.00 ","$5,716.00 ",22101713,22101713,Backhoe boom or boom sections,22101700,Heavy equipment components,22100000,Heavy construction machinery and equipment,22000000,Building and Construction Machinery and Accessories
11/3/2014,2014-2015,,P4706AKU,NON-IT Goods,,Fair and Reasonable,"Conservation Corps, California",1789303,,31,$79.95 ,"$2,478.45 ",53111501,53111501,Mens boots,53111500,Boots,53110000,Footwear,53000000,Apparel and Luggage and Personal Care Products
11/5/2014,2014-2015,,PO242327,NON-IT Goods,,Informal Competitive,"Fish and Wildlife, Department of",1748020,,1,"$2,344.73 ","$2,344.73 ",27112109,27112109,Magnetic tools,27112100,Holding and clamping tools,27110000,Hand tools,27000000,Tools and General Machinery
11/24/2014,2014-2015,,14482063,NON-IT Goods,,SB/DVBE Option,"State Hospitals, Department of",1763613,CA-SB SB,16,$29.42 ,$470.72 ,14111609,14111609,Cover paper,14111600,Novelty paper,14110000,Paper products,14000000,Paper Materials and Products
2/6/2015,2014-2015,,1256-2014,NON-IT Goods,,Informal Competitive,California Emergency Management Agency,0,,6,$140.00 ,$840.00 ,56101542,56101542,Folding chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
12/29/2014,2014-2015,,40573,NON-IT Goods,,NCB,"Social Services, Department of",1755837,,8,$435.00 ,"$3,480.00 ",56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
6/15/2015,2014-2015,,4500286680,NON-IT Goods,,LCB,"Corrections and Rehabilitation, Department of",1755837,,155517.7,$1.00 ,"$155,517.70 ",50181901,50181901,Fresh bread,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products
1/16/2015,2014-2015,1-14-97-32,9.91E+11,NON-IT Goods,,Statewide Contract,"Transportation, Department of",1718,CA-SB,1,"$5,530.44 ","$5,530.44 ",55121710,55121710,Traffic signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products
1/28/2015,2014-2015,,4500219397,NON-IT Goods,,Informal Competitive,"Water Resources, Department of",31900,,240,$15.88 ,"$3,811.20 ",31201501,31201501,Duct tape,31201500,Tape,31200000,Adhesives and sealants,31000000,Manufacturing Components and Supplies
1/5/2015,2014-2015,,4500264404,NON-IT Goods,,Informal Competitive,Correctional Health Care Services,1793589,,1,"$8,122.00 ","$8,122.00 ",53131626,53131626,Hand sanitizer,53131600,Bath and body,53130000,Personal care products,53000000,Apparel and Luggage and Personal Care Products
1/13/2015,2014-2015,,4500265429,NON-IT Goods,,Fair and Reasonable,Correctional Health Care Services,1763613,CA-SB,1,$394.24 ,$394.24 ,53111601,53111601,Mens shoes,53111600,Shoes,53110000,Footwear,53000000,Apparel and Luggage and Personal Care Products
11/19/2014,2014-2015,,C597361,NON-IT Goods,,Services are specifically exempt by policy,Employment Development Department,1065902,,1,"$13,980.00 ","$13,980.00 ",56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
2/3/2015,2014-2015,,Y0001942,NON-IT Goods,,Informal Competitive,"Veterans Affairs, Department of",0,CA-SB,1,"$73,645.00 ","$73,645.00 ",56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
2/12/2015,2014-2015,,Y0002004,NON-IT Goods,,Informal Competitive,"Veterans Affairs, Department of",1783783,,1,"$39,989.10 ","$39,989.10 ",47101603,47101603,Descalers,47101600,Water treatment consumables,47100000,Water and wastewater treatment supply and disposal,47000000,Cleaning Equipment and Supplies
2/23/2015,2014-2015,,4500270273,NON-IT Goods,,Formal Competitive,"Corrections and Rehabilitation, Department of",1755837,,1,"$16,600.00 ","$16,600.00 ",78111812,78111812,Vehicle leasing of passenger vans or minivans,78111800,Passenger road transportation,78110000,Passenger transport,78000000,Transportation and Storage and Mail Services
2/17/2015,2014-2015,1-15-87-17A,PO442471,NON-IT Goods,,Statewide Contract,"Fish and Wildlife, Department of",1752282,,1,"$31,080.00 ","$31,080.00 ",10121702,10121702,Fish food pellets,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies
2/20/2015,2014-2015,,4500269881,NON-IT Goods,,Fair and Reasonable,Correctional Health Care Services,1749550,,1,$101.73 ,$101.73 ,51101591,51101591,Vancomycin,51101500,Antibiotics,51100000,Anti infective drugs,51000000,Drugs and Pharmaceutical Products
4/16/2015,2014-2015,,4500277914,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",0,,1,"$10,719.77 ","$10,719.77 ",14111509,14111509,Stationery,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products
3/16/2015,2014-2015,,P4872AZY,NON-IT Goods,,Formal Competitive,"Conservation Corps, California",1756147,,5,$141.00 ,$705.00 ,53111501,53111501,Mens boots,53111500,Boots,53110000,Footwear,53000000,Apparel and Luggage and Personal Care Products
3/19/2015,2014-2015,5-13-89-15,SN453168,NON-IT Goods,,Master Purchase/Price Agreement,"Developmental Services, Department of",1758151,,1,$696.71 ,$696.71 ,50404615,50404615,Iceberg lettuce,50404600,Lettuces,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
3/16/2015,2014-2015,,4500273501,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1757013,CA-MB CA-SB,1,"$24,372.10 ","$24,372.10 ",50301526,50301526,Gala apples,50301500,Apples,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products
3/18/2015,2014-2015,,S4925103,NON-IT Goods,,Informal Competitive,"Parks & Recreation, Department of",1752444,,43,$4.73 ,$203.39 ,47131609,47131609,Broom or mop handles,47131600,Brooms and mops and brushes and accessories,47130000,Cleaning and janitorial supplies,47000000,Cleaning Equipment and Supplies
3/26/2015,2014-2015,,4500275114,NON-IT Goods,,Formal Competitive,"Corrections and Rehabilitation, Department of",1755837,,1,"$201,350.20 ","$201,350.20 ",50403903,50403903,Bottle gourd,50403900,Gourds,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
3/16/2015,2014-2015,,4500273496,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1757013,CA-MB CA-SB,1,"$19,309.80 ","$19,309.80 ",50301526,50301526,Gala apples,50301500,Apples,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products
3/20/2015,2014-2015,,4500274294,NON-IT Goods,,Informal Competitive,Correctional Health Care Services,1763613,CA-SB,1,$883.50 ,$883.50 ,53111601,53111601,Mens shoes,53111600,Shoes,53110000,Footwear,53000000,Apparel and Luggage and Personal Care Products
3/26/2015,2014-2015,,4500275246,NON-IT Goods,,Informal Competitive,Correctional Health Care Services,1763613,CA-SB,1,$240.00 ,$240.00 ,44121708,44121708,Markers,44121700,Writing instruments,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies
3/2/2015,2014-2015,,4500271392,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1755837,,1,"$51,235.20 ","$51,235.20 ",50202305,50202305,Fresh juice,50202300,Non alcoholic beverages,50200000,Beverages,50000000,Food Beverage and Tobacco Products
4/16/2015,2014-2015,,W0001520,NON-IT Goods,,Emergency Purchase,"Veterans Affairs, Department of",0,,1,$916.16 ,$916.16 ,12161902,12161902,Detergent surfactants,12161900,Surfactants,12160000,Additives,12000000,Chemicals including Bio Chemicals and Gas Materials
5/12/2015,2014-2015,5-13-89-15,SN453193,NON-IT Goods,,Master Purchase/Price Agreement,"Developmental Services, Department of",1758151,,1,$183.37 ,$183.37 ,50301702,50301702,Baby bananas,50301700,Bananas,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products
4/8/2015,2014-2015,,4500276799,NON-IT Goods,,Fair and Reasonable,"Corrections and Rehabilitation, Department of",1757013,CA-MB CA-SB,5130.95,$1.00 ,"$5,130.95 ",50301501,50301501,Akane apples,50301500,Apples,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products
4/13/2015,2014-2015,,4500255744,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",32474,CA-MB CA-SB,1,$3.95 ,$3.95 ,31161626,31161626,Sems bolt,31161600,Bolts,31160000,Hardware,31000000,Manufacturing Components and Supplies
4/24/2015,2014-2015,7-11-51-02,POK42274,NON-IT Goods,,WSCA/Coop,"Fish and Wildlife, Department of",1001584,,1,$5.18 ,$5.18 ,27113201,27113201,General tool kits,27113200,Tool kits,27110000,Hand tools,27000000,Tools and General Machinery
4/23/2015,2014-2015,,4500278559,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",0,,1,"$11,850.00 ","$11,850.00 ",55101509,55101509,Educational or vocational textbooks,55101500,Printed publications,55100000,Printed media,55000000,Published Products
5/28/2015,2014-2015,,30-64-030,NON-IT Goods,,Fair and Reasonable,"Industrial Relations, Department of",0,,1,$174.50 ,$174.50 ,55101531,55101531,Law book,55101500,Printed publications,55100000,Printed media,55000000,Published Products
4/17/2015,2014-2015,,71,NON-IT Goods,,Informal Competitive,"Fish and Wildlife, Department of",0,,138,$1.08 ,$149.04 ,30152002,30152002,Wood fencing,30152000,Fencing,30150000,Exterior finishing materials,30000000,Structures and Building and Construction and Manufacturing Components and Supplies
4/27/2015,2014-2015,,14BG3437,NON-IT Services,Personal Services,Informal Competitive,Public Utilities Commission,1746608,,1,"$6,047.07 ","$6,047.07 ",14111536,14111536,Library book or borrowers cards,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products
5/18/2015,2014-2015,,C599223,IT Goods,,Informal Competitive,Employment Development Department,0,,1,"$39,025.00 ","$39,025.00 ",43231512,43231512,License management software,43231500,Business function specific software,43230000,Software,43000000,Information Technology Broadcasting and Telecommunications
5/21/2015,2014-2015,,14-140-1117,NON-IT Goods,,Services are specifically exempt by policy,"Water Resources Control Board, State",1755837,,10,$520.00 ,"$5,200.00 ",56101522,56101522,Arm chair,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
5/13/2015,2014-2015,1-15-87-17A,322,NON-IT Goods,,Statewide Contract,"Fish and Wildlife, Department of",1752282,,6000,$0.82 ,"$4,920.00 ",10121702,10121702,Fish food pellets,10121700,Fish food,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies
5/22/2015,2014-2015,,14TG6118,IT Telecommunications,,NCB,Public Utilities Commission,0,,1,"$6,480.05 ","$6,480.05 ",85121704,85121704,Speech specialists services,85121700,Healthcare providers specialists services,85120000,Medical practice,85000000,Healthcare Services
5/28/2015,2014-2015,,3182793,NON-IT Goods,,SB/DVBE Option,"General Services, Department of",0,CA-MB CA-SB,1,"$31,176.00 ","$31,176.00 ",47121502,47121502,Janitor cart accessories,47121500,Janitor carts and accessories,47120000,Janitorial equipment,47000000,Cleaning Equipment and Supplies
5/28/2015,2014-2015,,141501237,NON-IT Goods,,Services are specifically exempt by statute,"Water Resources Control Board, State",1739245,,1,"$20,000.00 ","$20,000.00 ",44121513,44121513,Postage stamp,44121500,Mailing supplies,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies
5/11/2015,2014-2015,1-13-70-01A,1150000232,IT Goods,,Statewide Contract,"Transportation, Department of",1755386,,1,"$8,439.60 ","$8,439.60 ",14111514,14111514,Paper pads or notebooks,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products
6/1/2015,2014-2015,,2660-081500000247,NON-IT Goods,,SB/DVBE Option,"Transportation, Department of",0,CA-MB CA-SB,47,"$1,878.00 ","$88,266.00 ",12163501,12163501,Cementing sealants,12163500,Oil well sealants,12160000,Additives,12000000,Chemicals including Bio Chemicals and Gas Materials
6/24/2015,2014-2015,5-13-89-15,4500289328,NON-IT Goods,,Master Purchase/Price Agreement,"Corrections and Rehabilitation, Department of",1758151,,1,"$10,000.00 ","$10,000.00 ",50401824,50401824,Green beans,50401800,Beans,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products
6/9/2015,2014-2015,,4500285963,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1753889,,1,"$8,960.00 ","$8,960.00 ",50221202,50221202,Health or breakfast bars,50221200,Processed cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products
6/2/2015,2014-2015,,REQ0015340,NON-IT Goods,,Informal Competitive,"Consumer Affairs, Department of",0,CA-SB,1,$94.38 ,$94.38 ,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
6/29/2015,2014-2015,,SN553026,NON-IT Goods,,Fair and Reasonable,"Developmental Services, Department of",0,,67,$95.02 ,"$6,366.34 ",47131810,47131810,Dishwashing products,47131800,Cleaning and disinfecting solutions,47130000,Cleaning and janitorial supplies,47000000,Cleaning Equipment and Supplies
6/8/2015,2014-2015,,4500285733,NON-IT Goods,,Informal Competitive,"Corrections and Rehabilitation, Department of",1752444,,22,$210.31 ,"$4,626.82 ",31201505,31201505,Double sided tape,31201500,Tape,31200000,Adhesives and sealants,31000000,Manufacturing Components and Supplies
6/12/2015,2014-2015,,4500286907,NON-IT Goods,,State Programs,"Corrections and Rehabilitation, Department of",1755837,,1,"$21,705.60 ","$21,705.60 ",50202409,50202409,Orange juice,50202400,Fresh citrus juice or concentrate,50200000,Beverages,50000000,Food Beverage and Tobacco Products
11/19/2014,2014-2015,,76WD4073,NON-IT Goods,,SB/DVBE Option,"Highway Patrol, California",1017353,,80,$6.20 ,$496.00 ,49101701,49101701,Medals,49101700,Awards,49100000,Collectibles and awards,49000000,Sports and Recreational Equipment and Supplies and Accessories
6/25/2015,2014-2015,,BMB43810,NON-IT Goods,,Informal Competitive,"Fish and Wildlife, Department of",0,,1,"$20,282.00 ","$20,282.00 ",25111802,25111802,Recreational motorboats,25111800,Recreational watercraft,25110000,Marine transport,25000000,Commercial and Military and Private Vehicles and their Accessories and Components
5/8/2015,2014-2015,,P1401028,NON-IT Goods,,Services are specifically exempt by policy,Franchise Tax Board,1008361,,1,$351.00 ,$351.00 ,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
6/9/2015,2014-2015,,4500285816,NON-IT Goods,,Informal Competitive,Correctional Health Care Services,52757,CA-MB CA-SB,1,"$2,367.84 ","$2,367.84 ",56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings
8/29/2014,2014-2015,,76WD4026,NON-IT Goods,,State Programs,"Highway Patrol, California",1065902,,2000,$31.75 ,"$63,500.00 ",55121607,55121607,Decals,55121600,Labels,55120000,Signage and accessories,55000000,Published Products
10/8/2013,2013-2014,,13544002,NON-IT Goods,,Informal Competitive,"State Hospitals, Department of",1017164,,1,$540.00 ,$540.00 ,14111817,14111817,Deposit verification form,14111800,Business use papers,14110000,Paper products,14000000,Paper Materials and Products
6/9/2015,2014-2015,1-14-97-32,762,NON-IT Goods,,Statewide Contract,"Transportation, Department of",1718,CA-SB,1,"$6,008.82 ","$6,008.82 ",55121710,55121710,Traffic signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products
